                             GENEMARK PREDICTIONS

Sequence: chrY:22407149-23158651
Sequence file: gm_sequence
Sequence length: 751503
GC Content:  40.15%
Window length: 96
Window step: 12
Threshold value: 0.500
---
Matrix: human_38.mat
Matrix author: Nikolai Ivanov
Matrix order: 5

List of Regions of interest
(regions from stop to stop codon w/ a signal in between)

  LEnd      REnd    Strand      Frame

 330215   330295  direct       fr 2  0.3686

 330345   330456  direct       fr 3  0.4526
 330357   330445                     0.4151

 330350   330422  complement   fr 1  0.4911
 330366   330404                     0.7580

 330684   330750  direct       fr 3  0.4132

 331154   331231  direct       fr 3  0.3514

 331301   331405  direct       fr 1  0.7938
 331316   331357                     0.9431

 331403   331442  direct       fr 2  0.5412
 331417   331440                     0.6741

 331449   331495  complement   fr 3  0.7039
 331458   331483                     0.8530

 331545   331626  direct       fr 3  0.6404
 331563   331614                     0.7006

 331563   331626  direct       fr 3  0.7529
 331588   331614                     0.9719

 331683   331828  complement   fr 1  0.5989
 331733   331809                     0.8614

 331818   331921  complement   fr 3  0.5044
 331834   331885                     0.6430

 331942   332115  direct       fr 2  0.5673
 331975   332066                     0.7284

 331942   332112  direct       fr 1  0.1844
 331975   332066                     0.1987

 331975   332115  direct       fr 2  0.5974
 332001   332066                     0.8980

 332172   332258  direct       fr 1  0.5118
 332192   332221                     0.7170

 332356   332524  direct       fr 3  0.8487
 332365   332475                     0.9225

 332509   332655  direct       fr 1  0.4657
 332526   332586                     0.7278

 332643   332882  complement   fr 2  0.6037
 332685   332857                     0.6138

 332870   332967  complement   fr 1  0.4133

 332965   333120  direct       fr 2  0.5873
 333001   333060                     0.9111

 333143   333195  complement   fr 1  0.6714

 333207   333756  direct       fr 1  0.6467
 333207   333756                     0.6467

 333317   333407  direct       fr 3  0.8198
 333317   333357                     0.7277

 333359   333756  direct       fr 1  0.6558
 333409   333756                     0.7292

 333565   333756  direct       fr 1  0.7170
 333613   333756                     0.8549

 333889   333951  complement   fr 3  0.6722

 333918   334118  complement   fr 2  0.4583
 333950   334112                     0.4985

 334122   334421  complement   fr 1  0.6721
 334159   334398                     0.7213

 334209   334421  complement   fr 1  0.7334
 334219   334398                     0.7623

 334242   334421  complement   fr 1  0.7759
 334280   334398                     0.8585

 334460   334536  direct       fr 1  0.5193
 334474   334536                     0.5825

 334542   334800  direct       fr 3  0.4795
 334572   334740                     0.5498

 340045   340093  direct       fr 1  0.7365
 340053   340086                     0.9528

 341459   341598  complement   fr 2  0.8723
 341472   341577                     0.9522

 341954   342097  complement   fr 1  0.3896
 341968   342079                     0.3610

 342141   342211  complement   fr 3  0.8299

 342491   342569  direct       fr 2  0.3396

 343332   343378  direct       fr 1  0.6835
 343342   343367                     0.8854

 344309   344359  complement   fr 3  0.7683
 344309   344332                     0.8312

 345546   345628  direct       fr 3  0.6359
 345558   345597                     0.6557

 345602   345731  complement   fr 2  0.4540

 345698   345850  complement   fr 3  0.3475

 345950   346065  complement   fr 3  0.5015
 345966   346054                     0.5483

 345992   346065  complement   fr 3  0.5963
 346018   346054                     0.5788

 348399   348478  complement   fr 1  0.7132
 348419   348452                     0.8317

 351517   351595  complement   fr 2  0.4378

 352035   352119  direct       fr 3  0.6663
 352039   352101                     0.7623

 357749   357799  direct       fr 2  0.7649

 358417   358465  direct       fr 1  0.5917

 359382   359461  complement   fr 1  0.4056
 359402   359434                     0.4865

 360820   360914  complement   fr 1  0.4941
 360861   360889                     0.8069

 360938   361024  direct       fr 1  0.5313
 360941   361018                     0.5067

 364034   364090  direct       fr 3  0.3652

 364174   364242  direct       fr 2  0.2551
 364191   364236                     0.1978

 364886   364958  direct       fr 2  0.6712
 364899   364948                     0.7997

 365591   365669  complement   fr 2  0.6331
 365611   365653                     0.8677

 366831   366887  complement   fr 2  0.4596
 366840   366869                     0.4780

 366928   366977  direct       fr 2  0.7475

 366989   367066  direct       fr 3  0.7581
 366989   367057                     0.7581

 367468   367537  direct       fr 2  0.9105
 367468   367537                     0.9105

 367849   367914  direct       fr 2  0.5246
 367854   367902                     0.6301

 369902   369956  complement   fr 1  0.6154

 370419   370482  direct       fr 1  0.5529

 370513   370618  complement   fr 2  0.6164
 370545   370593                     0.8217

 371328   371410  direct       fr 2  0.4374
 371333   371372                     0.4406

 372136   372252  direct       fr 2  0.3316
 372136   372162                     0.7667

 372182   372252  direct       fr 3  0.5453

 372376   372412  direct       fr 3  0.7199
 372378   372406                     0.7032

 372415   372486  complement   fr 1  0.7825

 372496   372583  complement   fr 3  0.7489
 372498   372528                     0.9812

 372700   372746  direct       fr 1  0.6705

 372751   372891  direct       fr 2  0.3368
 372762   372875                     0.2570

 372793   372841  complement   fr 2  0.5351

 372924   372964  direct       fr 3  0.7482

 373209   373411  complement   fr 1  0.3354
 373246   373387                     0.3767

 376307   376431  complement   fr 2  0.7229
 376313   376410                     0.7932

 376614   376686  complement   fr 2  0.6005

 376778   376904  complement   fr 2  0.4392
 376785   376839                     0.3294

 376955   377043  complement   fr 3  0.6924

 377233   377413  complement   fr 1  0.5123
 377272   377372                     0.4325

 377427   377764  complement   fr 3  0.3435
 377442   377757                     0.3072

 377678   377741  direct       fr 1  0.4016
 377701   377732                     0.6423

 377716   377764  complement   fr 3  0.5818
 377719   377757                     0.4778

 377918   378031  complement   fr 1  0.8078
 377925   378022                     0.8958

 378090   378180  complement   fr 3  0.8802
 378135   378162                     0.9827

 378363   378569  complement   fr 1  0.5385
 378363   378557                     0.5120

 379300   379412  direct       fr 3  0.5763
 379305   379378                     0.6194

 379810   379899  complement   fr 2  0.4690
 379818   379895                     0.5151

 380020   380128  direct       fr 3  0.7030
 380022   380124                     0.7030

 381806   381957  direct       fr 1  0.5625
 381825   381923                     0.7175

 381862   381957  direct       fr 1  0.6693

 383069   383155  complement   fr 1  0.5355

 383123   383200  complement   fr 3  0.3591
 383168   383192                     0.6789

 387122   387181  complement   fr 1  0.6098
 387134   387173                     0.5772

 387648   387724  complement   fr 3  0.6214

 387952   388028  complement   fr 1  0.7316
 387976   388019                     0.8708

 388181   388228  complement   fr 3  0.8388
 388181   388204                     0.8884

 391480   391559  complement   fr 2  0.7502
 391480   391529                     0.7458

 391687   391847  direct       fr 1  0.5665
 391761   391832                     0.9370

 392793   392910  direct       fr 1  0.5224
 392828   392863                     0.8894

 393745   393807  complement   fr 3  0.6544

 395436   395503  complement   fr 3  0.3624

 396260   396320  complement   fr 1  0.7861
 396277   396301                     0.9801

 396708   396757  complement   fr 1  0.4602
 396721   396755                     0.6105

 397530   397603  complement   fr 3  0.3971

 397800   397914  complement   fr 2  0.6231
 397829   397884                     0.8227

 398165   398267  direct       fr 2  0.6475
 398182   398233                     0.6609

 399027   399171  complement   fr 3  0.8853
 399043   399164                     0.8932

 399159   399283  direct       fr 2  0.6167
 399198   399246                     0.7513

 399463   399523  complement   fr 3  0.6550
 399475   399501                     0.7982

 399723   399794  complement   fr 2  0.9766

 399984   400079  complement   fr 3  0.5786
 400009   400042                     0.7196

 400231   400344  complement   fr 2  0.3135

 400479   400620  complement   fr 3  0.8081
 400497   400606                     0.8733

 400790   400844  complement   fr 1  0.7163

 401368   401406  complement   fr 2  0.3449
 401368   401397                     0.4199

 401486   401616  complement   fr 1  0.4017
 401526   401616                     0.4568

 401847   402006  complement   fr 3  0.5017
 401876   401961                     0.6388

 402194   402513  complement   fr 3  0.8456
 402220   402456                     0.9106

 402852   402922  complement   fr 1  0.6798

 403057   403129  complement   fr 1  0.7434

 403132   403229  direct       fr 1  0.4915

 403237   403333  complement   fr 1  0.6858
 403282   403315                     0.8423

 403447   403505  complement   fr 1  0.5492
 403471   403499                     0.8437

 403901   403982  complement   fr 1  0.4350
 403926   403976                     0.4706

 404590   404669  complement   fr 1  0.6317
 404596   404632                     0.7751

 404724   404881  complement   fr 3  0.5913
 404753   404848                     0.5969

 404807   404881  complement   fr 3  0.7561
 404816   404848                     0.9773

 405380   405492  complement   fr 3  0.6891
 405436   405471                     0.7533

 405769   405826  complement   fr 1  0.3535

 405833   405912  complement   fr 3  0.8326

 405853   405953  complement   fr 2  0.1620
 405857   405912                     0.1422

 405867   405912  complement   fr 3  0.9260

 406177   406288  complement   fr 1  0.8302
 406184   406280                     0.9140

 406385   406538  complement   fr 1  0.3145
 406403   406526                     0.3164

 406687   406730  complement   fr 1  0.7197

 406747   406938  complement   fr 2  0.8359
 406775   406931                     0.8906

 407235   407342  direct       fr 2  0.6664
 407249   407309                     0.6247

 407241   407582  complement   fr 1  0.5468
 407311   407570                     0.6656

 407339   407582  complement   fr 1  0.6746
 407378   407570                     0.6872

 407510   407582  complement   fr 1  0.4484

 407966   408005  direct       fr 1  0.7798

 408008   408077  complement   fr 2  0.7518

 408124   408212  direct       fr 2  0.3134
 408166   408198                     0.3373

 408700   408833  complement   fr 2  0.8486
 408700   408807                     0.8177

 408866   409032  complement   fr 1  0.5215
 408913   409015                     0.7254

 409074   409156  complement   fr 3  0.5922

 409312   409442  complement   fr 2  0.6379
 409312   409432                     0.6178

 409582   409687  complement   fr 3  0.4193
 409606   409670                     0.3961

 409718   409791  complement   fr 2  0.6856
 409747   409781                     0.9250

 409930   410013  direct       fr 3  0.6469
 409953   409989                     0.6291

 410521   410573  direct       fr 2  0.3992

 410568   410642  complement   fr 2  0.4263
 410598   410625                     0.6898

 410780   410944  complement   fr 3  0.7760
 410793   410901                     0.8782

 411013   411052  complement   fr 2  0.5859

 411059   411103  direct       fr 1  0.5641

 414141   414240  complement   fr 2  0.5048
 414161   414207                     0.7339

 414561   414663  complement   fr 3  0.5974
 414571   414661                     0.6382

 414591   414663  complement   fr 3  0.7253
 414611   414661                     0.7932

 415530   415608  direct       fr 1  0.6068
 415541   415608                     0.6789

 418641   418726  direct       fr 1  0.7972
 418650   418712                     0.8967

 420155   420254  complement   fr 1  0.3677
 420192   420250                     0.4687

 420212   420254  complement   fr 1  0.5064

 420349   420440  direct       fr 2  0.6555
 420373   420413                     0.8016

 420867   420955  direct       fr 1  0.4689
 420883   420913                     0.6422

 420916   420997  complement   fr 1  0.4000

 421118   421219  complement   fr 1  0.7497
 421125   421186                     0.8395

 421568   421613  direct       fr 1  0.4224

 421625   421683  direct       fr 2  0.7599
 421641   421671                     0.9539

 423584   423683  direct       fr 2  0.3758

 426445   426526  direct       fr 3  0.3267
 426451   426515                     0.3433

 426467   426515  direct       fr 1  0.6444

 428630   428666  complement   fr 2  0.6954

 428879   428937  direct       fr 2  0.5450

 430022   430100  complement   fr 2  0.7190
 430041   430080                     0.8436

 435202   435255  complement   fr 3  0.4764

 435290   435351  direct       fr 3  0.7181
 435300   435346                     0.8667

 437048   437120  complement   fr 1  0.6341

 438846   438920  direct       fr 2  0.7066
 438857   438902                     0.9218

 439564   439679  direct       fr 2  0.5336
 439564   439634                     0.5487

 439669   439800  complement   fr 1  0.6094
 439676   439708                     0.8244

 439763   439821  complement   fr 2  0.7832
 439773   439811                     0.9752

 440116   440165  direct       fr 3  0.8316

 442730   442897  complement   fr 1  0.6063
 442786   442833                     0.8776

 442865   443141  complement   fr 3  0.3412
 442946   443069                     0.3473

 443132   443173  direct       fr 2  0.7099
 443148   443173                     0.8619

 443194   443238  direct       fr 1  0.5898

 443265   443331  complement   fr 3  0.5949

 443450   443739  direct       fr 3  0.4306
 443454   443729                     0.4275

 443474   443570  direct       fr 2  0.4057
 443493   443544                     0.4217

 443507   443739  direct       fr 3  0.4400
 443514   443729                     0.4416

 443626   443739  direct       fr 3  0.5043
 443658   443729                     0.5114

 443748   443824  complement   fr 2  0.7526
 443758   443807                     0.8101

 443882   444062  direct       fr 2  0.6229
 443886   443995                     0.7086

 443957   444062  direct       fr 2  0.6066
 443969   443995                     0.7865

 444451   444605  complement   fr 3  0.3615
 444466   444594                     0.3401

 444484   444561  direct       fr 3  0.3951

 444556   444605  complement   fr 3  0.6792

 444735   444870  direct       fr 3  0.8412
 444739   444862                     0.8526

 444934   444991  complement   fr 2  0.5543
 444942   444972                     0.8095

 445032   445105  complement   fr 3  0.6593

 445360   445496  complement   fr 3  0.3039
 445387   445466                     0.2713

 445389   445467  direct       fr 1  0.5634
 445396   445461                     0.6396

 445405   445496  complement   fr 3  0.2906

 445597   445635  complement   fr 1  0.6571
 445603   445627                     0.8176

 445664   445732  complement   fr 3  0.5884

 445894   446039  complement   fr 1  0.2973
 445943   446011                     0.4741

 446081   446281  complement   fr 3  0.3778
 446126   446245                     0.3440

 446129   446200  direct       fr 3  0.2351

 446163   446281  complement   fr 3  0.3755
 446174   446245                     0.3537

 446179   446281  complement   fr 3  0.3357
 446210   446245                     0.3612

 446265   446335  direct       fr 1  0.4555
 446284   446326                     0.4054

 446376   446480  direct       fr 2  0.4570
 446430   446472                     0.6961

 446497   446649  direct       fr 3  0.6218
 446514   446611                     0.8064

 446726   446766  complement   fr 2  0.3309

 446766   446853  direct       fr 3  0.8041
 446790   446830                     0.9806

 450146   450208  complement   fr 1  0.5705

 450150   450208  complement   fr 1  0.5935

 450194   450293  direct       fr 2  0.7055
 450247   450287                     0.8375

 450194   450293  direct       fr 2  0.7055
 450247   450287                     0.8375

 450978   451059  direct       fr 2  0.6846
 451009   451055                     0.9602

 453448   453532  complement   fr 3  0.4734
 453467   453512                     0.7477

 453473   453577  complement   fr 1  0.4392
 453509   453532                     0.8001

 453717   453803  complement   fr 3  0.7351
 453730   453768                     0.7899

 453830   453995  complement   fr 1  0.5449
 453838   453962                     0.5970

 454109   454338  direct       fr 3  0.4279
 454131   454300                     0.4653

 454214   454287  complement   fr 2  0.5084

 454335   454383  complement   fr 3  0.6768

 454814   454875  direct       fr 2  0.7161

 454887   454979  complement   fr 3  0.9387
 454915   454941                     0.9818

 454955   455073  direct       fr 1  0.7073
 454975   455039                     0.8567

 455154   455271  complement   fr 1  0.3553

 455287   455401  complement   fr 2  0.5311
 455307   455350                     0.5850

 455324   455401  complement   fr 2  0.5524

 455376   455440  direct       fr 1  0.6064

 455437   455519  direct       fr 3  0.5093
 455460   455495                     0.8800

 455507   455630  complement   fr 3  0.4566
 455533   455630                     0.5212

 455605   455728  direct       fr 2  0.5279
 455630   455723                     0.5742

 455643   455687  complement   fr 2  0.3713

 455646   455728  direct       fr 2  0.6694
 455658   455723                     0.6763

 455665   455728  direct       fr 2  0.7179

 455795   455861  complement   fr 2  0.4918
 455805   455832                     0.6128

 455851   456011  direct       fr 2  0.5760
 455896   455973                     0.7634

 455987   456195  complement   fr 2  0.8506
 456009   456154                     0.8965

 456194   456256  complement   fr 1  0.8065
 456210   456233                     0.9876

 456260   456351  complement   fr 3  0.7604
 456271   456307                     0.8765

 456351   456447  direct       fr 1  0.5742

 456422   456509  complement   fr 2  0.7626
 456456   456484                     0.9208

 456422   456509  complement   fr 2  0.7626
 456456   456484                     0.9208

 456503   456652  direct       fr 3  0.3636
 456512   456633                     0.3508

 456565   456652  direct       fr 3  0.3691

 456748   456854  direct       fr 3  0.5591

 456881   457003  complement   fr 2  0.4562
 456909   456980                     0.3528

 457068   457154  direct       fr 2  0.8013

 457180   457300  complement   fr 1  0.7117
 457198   457244                     0.8812

 458116   458248  complement   fr 1  0.3693
 458143   458206                     0.5323

 458175   458234  direct       fr 3  0.6907
 458185   458217                     0.6392

 458240   458366  complement   fr 2  0.4931
 458267   458320                     0.5709

 458267   458366  complement   fr 2  0.5251

 458426   458473  complement   fr 1  0.3991

 458570   458703  direct       fr 3  0.3378

 459264   459318  direct       fr 2  0.7161
 459278   459309                     0.8080

 461915   462020  direct       fr 2  0.5139
 461928   462009                     0.6047

 462962   463021  complement   fr 1  0.5237

 463028   463093  direct       fr 1  0.7169
 463049   463087                     0.8822

 465021   465132  complement   fr 3  0.3822
 465055   465079                     0.8122

 465472   465508  complement   fr 3  0.7472

 468712   468803  direct       fr 2  0.7405
 468750   468785                     0.9277

 469267   469324  direct       fr 3  0.6741

 469941   469995  direct       fr 2  0.6830
 469966   469991                     0.9175

 470107   470149  direct       fr 2  0.6604

 471377   471484  direct       fr 3  0.4522
 471441   471467                     0.7879

 472619   472699  direct       fr 3  0.5334
 472627   472655                     0.6186

 473247   473328  direct       fr 1  0.6123
 473247   473300                     0.6789

 473632   473716  complement   fr 3  0.5007
 473661   473684                     0.7393

 473788   473865  direct       fr 2  0.6291

 475166   475234  direct       fr 1  0.6798
 475180   475223                     0.8314

 475273   475313  direct       fr 3  0.6899

 475331   475505  direct       fr 1  0.6005
 475390   475484                     0.8079

 475504   475540  direct       fr 2  0.9261
 475504   475536                     0.9261

 475707   475776  direct       fr 2  0.6983
 475725   475749                     0.9824

 475799   475861  direct       fr 1  0.4946

 476173   476236  complement   fr 3  0.3176
 476180   476212                     0.3801

 476668   476781  complement   fr 1  0.3501
 476703   476768                     0.3454

 476685   476730  direct       fr 3  0.6564
 476696   476723                     0.8252

 478485   478628  direct       fr 3  0.6726
 478517   478620                     0.7658

 478693   478778  direct       fr 2  0.3708
 478716   478769                     0.4257

 479225   479306  complement   fr 1  0.4964
 479264   479291                     0.4660

 479459   479538  complement   fr 1  0.5124
 479481   479528                     0.7370

 479573   479816  complement   fr 2  0.4730
 479591   479796                     0.4704

 479677   479744  complement   fr 1  0.5924

 479727   479800  direct       fr 1  0.4759
 479747   479771                     0.5558

 479759   479816  complement   fr 2  0.4889
 479765   479796                     0.4312

 480214   480400  complement   fr 2  0.5070
 480222   480384                     0.5400

 480437   480483  direct       fr 3  0.9382
 480437   480479                     0.9333

 480489   480567  direct       fr 2  0.6109
 480525   480563                     0.9142

 480576   480739  complement   fr 1  0.5582
 480635   480727                     0.8313

 484107   484153  complement   fr 1  0.4997

 484399   484476  complement   fr 3  0.5692

 484476   484587  direct       fr 3  0.8295
 484482   484572                     0.9387

 484870   484948  direct       fr 1  0.5798
 484890   484919                     0.8034

 485231   485313  complement   fr 2  0.7104

 488978   489114  complement   fr 2  0.7687
 488984   489102                     0.8398

 489285   489582  complement   fr 2  0.5334
 489332   489543                     0.5006

 489490   489697  complement   fr 3  0.4395
 489510   489669                     0.3943

 489510   489582  complement   fr 2  0.5637

 489588   489697  complement   fr 3  0.6009
 489622   489669                     0.6739

 489888   490260  complement   fr 2  0.5451
 489905   490248                     0.5619

 490100   490260  complement   fr 2  0.6402
 490133   490248                     0.6317

 490351   490414  direct       fr 3  0.6550
 490374   490405                     0.7951

 490544   490838  complement   fr 2  0.7809
 490590   490790                     0.9160

 491041   491270  complement   fr 2  0.5908
 491048   491260                     0.5935

 491504   491825  complement   fr 3  0.3183
 491526   491815                     0.3100

 491572   491825  complement   fr 3  0.3193
 491576   491815                     0.3019

 492110   492163  complement   fr 1  0.6188

 492340   493137  complement   fr 3  0.8443
 492342   493089                     0.8500

 493446   493535  direct       fr 1  0.7442
 493481   493521                     0.8988

 493546   493630  complement   fr 1  0.3333

 493622   493706  direct       fr 3  0.8189
 493633   493706                     0.8884

 493756   493815  direct       fr 2  0.5638

 493791   493881  complement   fr 3  0.5826
 493795   493868                     0.5828

 493814   493881  complement   fr 3  0.5803
 493818   493868                     0.6472

 493993   494034  direct       fr 3  0.4984

 500177   500223  direct       fr 3  0.3942

 500332   500392  direct       fr 3  0.9764

 501461   501602  complement   fr 3  0.6002
 501543   501602                     0.8852

 502458   502539  complement   fr 3  0.6180
 502478   502534                     0.7436

 502754   502816  direct       fr 2  0.7153
 502767   502808                     0.8400

 508119   508254  complement   fr 2  0.5034

 508959   509006  complement   fr 2  0.5668
 508962   508991                     0.5244

 509978   510024  direct       fr 2  0.7256

 512672   512730  direct       fr 1  0.2995

 513812   513972  direct       fr 2  0.5507
 513843   513917                     0.8780

 513946   513994  direct       fr 1  0.4858
 513957   513982                     0.5889

 514342   514465  complement   fr 1  0.8280
 514365   514423                     0.9602

 514526   514642  direct       fr 1  0.8115
 514537   514629                     0.8888

 514790   514933  complement   fr 1  0.4389
 514814   514929                     0.4788

 515534   515602  complement   fr 3  0.5535
 515539   515563                     0.8351

 515582   515909  direct       fr 1  0.5687
 515586   515847                     0.6098

 515630   515909  direct       fr 1  0.6300
 515637   515847                     0.6875

 515655   515745  complement   fr 2  0.6148

 515725   515909  direct       fr 1  0.7577
 515730   515847                     0.9262

 515905   515949  direct       fr 2  0.4694

 515965   516061  complement   fr 1  0.4284
 515972   515995                     0.6867

 516024   516092  complement   fr 3  0.8615

 517018   517098  direct       fr 2  0.1644

 517120   517212  direct       fr 2  0.4246
 517120   517174                     0.2678

 520184   520321  direct       fr 3  0.6557
 520195   520282                     0.6358

 521225   521406  direct       fr 3  0.5142
 521225   521383                     0.4757

 521343   521406  direct       fr 3  0.8641
 521346   521383                     0.9305

 521511   521557  direct       fr 2  0.9537
 521517   521557                     0.9537

 521669   521870  direct       fr 1  0.8863
 521717   521863                     0.9621

 522243   522329  direct       fr 1  0.5713
 522269   522307                     0.4866

 522323   522377  complement   fr 2  0.4685

 522867   522941  complement   fr 2  0.6746
 522870   522907                     0.8365

 523965   524046  complement   fr 2  0.5949
 523979   524023                     0.6946

 524285   524375  complement   fr 3  0.4477
 524285   524349                     0.4295

 524510   524567  complement   fr 3  0.4156
 524515   524557                     0.5195

 526028   526079  direct       fr 1  0.5734

 531026   531171  complement   fr 1  0.3808
 531090   531157                     0.6417

 531596   531645  direct       fr 2  0.6381

 532805   532864  direct       fr 3  0.2449

 534717   534798  direct       fr 3  0.5611
 534740   534792                     0.7133

 537110   537199  direct       fr 1  0.3173

 537352   537405  direct       fr 1  0.3781

 537399   537548  direct       fr 2  0.4563
 537498   537540                     0.6507

 537573   537627  complement   fr 1  0.6630

 538514   538625  direct       fr 3  0.4385
 538579   538605                     0.9565

 538836   538888  direct       fr 1  0.5435

 539818   539860  complement   fr 3  0.6833

 540983   541093  direct       fr 1  0.5621
 540999   541048                     0.8077

 541120   541285  direct       fr 3  0.3810
 541128   541248                     0.3380

 541228   541285  direct       fr 3  0.4426

 541382   541422  direct       fr 2  0.4048
 541389   541415                     0.5326

 541582   541756  direct       fr 2  0.7442
 541605   541718                     0.9104

 543031   543175  complement   fr 3  0.4715
 543073   543143                     0.4068

 543109   543175  complement   fr 3  0.6652

 544642   544682  complement   fr 1  0.4851
 544652   544678                     0.7388

 545773   545867  complement   fr 3  0.2958

 547043   547108  direct       fr 3  0.4588
 547077   547103                     0.7232

 548439   548653  complement   fr 1  0.5781
 548454   548599                     0.6073

 548570   548734  complement   fr 3  0.3444
 548609   548721                     0.3871

 548570   548653  complement   fr 1  0.6144

 548678   548734  complement   fr 3  0.6217
 548686   548721                     0.6734

 548737   549063  direct       fr 3  0.6071
 548791   549048                     0.7118

 548896   549063  direct       fr 3  0.6536
 548902   549048                     0.6529

 549083   549266  direct       fr 2  0.5244
 549101   549239                     0.3860

 549246   549321  direct       fr 1  0.6533

 549445   549987  complement   fr 3  0.6606
 549465   549966                     0.6595

 549484   549987  complement   fr 3  0.6784
 549490   549966                     0.6698

 549637   549987  complement   fr 3  0.5881
 549672   549966                     0.5932

 549787   549887  complement   fr 1  0.6442

 549854   549987  complement   fr 3  0.6143
 549859   549966                     0.6201

 549886   549987  complement   fr 3  0.7199
 549895   549966                     0.7842

 549986   550069  direct       fr 3  0.4531
 550018   550056                     0.7268

 550053   550109  direct       fr 2  0.4154

 550119   550245  complement   fr 2  0.7444
 550123   550198                     0.8575

 550220   550298  direct       fr 3  0.6833
 550245   550278                     0.8533

 550261   550593  direct       fr 2  0.4528
 550339   550483                     0.6205

 550602   550715  complement   fr 3  0.6602
 550624   550666                     0.6517

 550705   550846  complement   fr 1  0.8692
 550708   550832                     0.9365

 550949   551013  complement   fr 3  0.6378
 550949   550992                     0.5924

 551112   551272  complement   fr 2  0.6148
 551147   551236                     0.7521

 551289   551381  direct       fr 1  0.5957
 551307   551362                     0.6858

 551378   551502  direct       fr 3  0.6820
 551389   551467                     0.8678

 551494   551616  complement   fr 1  0.4884
 551522   551616                     0.5127

 551697   551767  direct       fr 1  0.6373

 551745   551785  complement   fr 2  0.4506

 551793   552039  complement   fr 3  0.5954
 551811   551989                     0.6582

 551942   552039  complement   fr 3  0.4973
 551948   551989                     0.5959

 552461   552515  complement   fr 3  0.3743
 552461   552501                     0.3667

 552726   552858  complement   fr 3  0.3984
 552753   552816                     0.5290

 552795   552859  direct       fr 2  0.5719
 552801   552827                     0.7073

 552850   552976  complement   fr 1  0.4888
 552877   552930                     0.6148

 552877   552976  complement   fr 1  0.5423

 552926   553083  complement   fr 3  0.6331
 552980   553070                     0.9638

 553862   553905  direct       fr 2  0.7174

 554448   554504  direct       fr 2  0.7923

 556573   556717  direct       fr 1  0.4481
 556586   556704                     0.4830

 560390   560471  direct       fr 1  0.4012

 560469   560558  complement   fr 1  0.2915
 560491   560540                     0.2765

 561843   561890  direct       fr 3  0.8570
 561862   561890                     0.8599

 562056   562133  direct       fr 2  0.4191

 562334   562409  direct       fr 1  0.5448
 562362   562403                     0.7360

 562913   562972  direct       fr 3  0.7008
 562913   562963                     0.7592

 563436   563514  direct       fr 3  0.5073
 563443   563507                     0.5822

 563466   563514  direct       fr 3  0.5779

 563992   564068  direct       fr 2  0.7231
 563992   564059                     0.7089

 564955   565065  direct       fr 3  0.5225
 564995   565057                     0.6333

 565692   565880  direct       fr 3  0.5826
 565720   565843                     0.6353

 565765   565880  direct       fr 3  0.7956
 565776   565843                     0.8675

 566581   566629  direct       fr 1  0.5371

 569542   569599  complement   fr 3  0.7687
 569553   569584                     0.9693

 570484   570582  direct       fr 2  0.7770
 570484   570576                     0.7770

 572023   572117  direct       fr 1  0.8434
 572069   572094                     0.9243

 573505   573602  direct       fr 2  0.8648
 573510   573572                     0.9879

 573723   573821  direct       fr 3  0.3797
 573745   573802                     0.4015

 574449   574727  complement   fr 1  0.5226
 574490   574701                     0.5832

 574625   574687  direct       fr 3  0.7404
 574625   574674                     0.7578

 574710   574786  complement   fr 3  0.4665
 574735   574777                     0.6976

 575504   575616  direct       fr 1  0.7254
 575515   575616                     0.8058

 575711   575794  direct       fr 1  0.3387

 575925   575994  complement   fr 1  0.4225

 576011   576074  complement   fr 2  0.4178

 576458   576512  complement   fr 3  0.6887

 576630   576712  complement   fr 3  0.4486

 576779   576836  direct       fr 2  0.7911

 576840   576891  direct       fr 1  0.5821
 576856   576886                     0.7218

 576955   577046  complement   fr 3  0.7765
 576977   577046                     0.9066

 577057   577121  direct       fr 2  0.2914
 577068   577113                     0.3802

 577193   577243  complement   fr 3  0.8480
 577193   577224                     0.7995

 577311   577423  direct       fr 2  0.5664
 577351   577404                     0.8132

 577369   577423  direct       fr 2  0.8652
 577373   577404                     0.9665

 577696   577756  direct       fr 3  0.8785
 577708   577741                     0.9146

 578008   578068  direct       fr 1  0.3612
 578031   578061                     0.2171

 578186   578228  complement   fr 1  0.4743
 578194   578218                     0.7151

 578375   578499  complement   fr 2  0.7952
 578396   578490                     0.8681

 578675   578821  complement   fr 1  0.5551
 578711   578772                     0.8169

